ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,Sex_Sort,Instr_time_1,Instr_time_2,Instr_time_3,Instr_time_4,Story1B,1B_Improb_1,1B_Improb_2,1B_Improb_3,1B_Improb_4,1B_Immoral_1,1B_Immoral_2,1B_Immoral_3,1B_Immoral_4,1B_Impossible_1,1B_Impossible_2,1B_Impossible_3,1B_Impossible_4,1B_time_1,1B_time_2,1B_time_3,1B_time_4,Story2b,2B_Improbable_1,2B_Improbable_2,2B_Improbable_3,2B_Improbable_4,2B_Immoral_1,2B_Immoral_2,2B_Immoral_3,2B_Immoral_4,2B_Impossible_1,2B_Impossible_2,2B_Impossible_3,2B_Impossible_4,2B_time_1,2B_time_2,2B_time_3,2B_time_4,Story3b,3B_Improbable_1,3B_Improbable_2,3B_Improbable_3,3B_Improbable_4,3B_Immoral_1,3B_Immoral_2,3B_Immoral_3,3B_Immoral_4,3B_Impossible_1,3B_Impossible_2,3B_Impossible_3,3B_Impossible_4,3B_time_1,3B_time_2,3B_time_3,3B_time_4,Story4b,4B_Improbable_1,4B_Improbable_2,4B_Improbable_3,4B_Improbable_4,4B_Immoral_1,4B_Immoral_2,4B_Immoral_3,4B_Immoral_4,4B_Impossible_1,4B_Impossible_2,4B_Impossible_3,4B_Impossible_4,4B_time_1,4B_time_2,4B_time_3,4B_time_4,Story5b,5B_Improbable_1,5B_Improbable_2,5B_Improbable_3,5B_Improbable_4,5B_Immoral_1,5B_Immoral_2,5B_Immoral_3,5B_Immoral_4,5B_Impossible_1,5B_Impossible_2,5B_Impossible_3,5B_Impossible_4,5B_time_1,5B_time_2,5B_time_3,5B_time_4,Story6b,6B_improbable_1,6B_improbable_2,6B_improbable_3,6B_improbable_4,6B_immoral_1,6B_immoral_2,6B_immoral_3,6B_immoral_4,6B_impossible_1,6B_impossible_2,6B_impossible_3,6B_impossible_4,6B_time_1,6B_time_2,6B_time_3,6B_time_4,Story7b,7B_Improbable_1,7B_Improbable_2,7B_Improbable_3,7B_Improbable_4,7B_Immoral_1,7B_Immoral_2,7B_Immoral_3,7B_Immoral_4,7B_Impossible_1,7B_Impossible_2,7B_Impossible_3,7B_Impossible_4,7B_time_1,7B_time_2,7B_time_3,7B_time_4,story8b,8B_Improbable_1,8B_Improbable_2,8B_Improbable_3,8B_Improbable_4,8B_Immoral_1,8B_Immoral_2,8B_Immoral_3,8B_Immoral_4,8B_Impossible_1,8B_Impossible_2,8B_Impossible_3,8B_Impossible_4,8B_time_1,8B_time_2,8B_time_3,8B_time_4,Story1g,1G_Improbable_1,1G_Improbable_2,1G_Improbable_3,1G_Improbable_4,1G_Immoral_1,1G_Immoral_2,1G_Immoral_3,1G_Immoral_4,1G_Impossible_1,1G_Impossible_2,1G_Impossible_3,1G_Impossible_4,1G_time_1,1G_time_2,1G_time_3,1G_time_4,Story2g,2G_Improbable_1,2G_Improbable_2,2G_Improbable_3,2G_Improbable_4,2G_Immoral_1,2G_Immoral_2,2G_Immoral_3,2G_Immoral_4,2G_Impossible_1,2G_Impossible_2,2G_Impossible_3,2G_Impossible_4,2G_time_1,2G_time_2,2G_time_3,2G_time_4,Story3g,3G_Improbable_1,3G_Improbable_2,3G_Improbable_3,3G_Improbable_4,3G_Immoral_1,3G_Immoral_2,3G_Immoral_3,3G_Immoral_4,3G_Impossible_1,3G_Impossible_2,3G_Impossible_3,3G_Impossible_4,3G_time_1,3G_time_2,3G_time_3,3G_time_4,Story4g,4G_improbable_1,4G_improbable_2,4G_improbable_3,4G_improbable_4,4G_immoral_1,4G_immoral_2,4G_immoral_3,4G_immoral_4,4G_impossible_1,4G_impossible_2,4G_impossible_3,4G_impossible_4,4G_time_1,4G_time_2,4G_time_3,4G_time_4,Story5g,5G_improbable_1,5G_improbable_2,5G_improbable_3,5G_improbable_4,5G_Immoral_1,5G_Immoral_2,5G_Immoral_3,5G_Immoral_4,5G_Impossible_1,5G_Impossible_2,5G_Impossible_3,5G_Impossible_4,5G_time_1,5G_time_2,5G_time_3,5G_time_4,Story6g,6G_improbable_1,6G_improbable_2,6G_improbable_3,6G_improbable_4,6G_immoral_1,6G_immoral_2,6G_immoral_3,6G_immoral_4,6G_impossible_1,6G_impossible_2,6G_impossible_3,6G_impossible_4,6G_time_1,6G_time_2,6G_time_3,6G_time_4,Story7g,7G_improbable_1,7G_improbable_2,7G_improbable_3,7G_improbable_4,7G_immoral_1,7G_immoral_2,7G_immoral_3,7G_immoral_4,7G_impossible_1,7G_impossible_2,7G_impossible_3,7G_impossible_4,7G_time_1,7G_time_2,7G_time_3,7G_time_4,Story8g,8G_improbable_1,8G_improbable_2,8G_improbable_3,8G_improbable_4,8G_immoral_1,8G_immoral_2,8G_immoral_3,8G_immoral_4,8G_impossible_1,8G_impossible_2,8G_impossible_3,8G_impossible_4,8G_time_1,8G_time_2,8G_time_3,8G_time_4,Demo_Instr,Age,Gender,Ethnicity,Education,SES,Lang,DO-BR-FL_29,DO-BR-FL_28,DO-BL-Story1B,DO-BL-Story2B,DO-BL-Story3B,DO-BL-Story4B,DO-BL-Story5B,DO-BL-Story6B,DO-BL-Story7B,DO-BL-Story8B,DO-BL-Story1G,DO-BL-Story2G,DO-BL-Story3G,DO-BL-Story4G,DO-BL-Story5G,DO-BL-Story6G,DO-BL-Story7G,DO-BL-Story8G,DO-Q-1B_Improb,DO-Q-3B_Improbable,DO-Q-4B_Improbable,DO-Q-5B_Improbable,DO-Q-6B_improbable,DO-Q-7B_Improbable,DO-Q-8B_Improbable,DO-Q-1G_Improbable,DO-Q-2G_Improbable,DO-Q-3G_Improbable,DO-Q-4G_improbable,DO-Q-5G_improbable,DO-Q-6G_improbable,DO-Q-7G_improbable,DO-Q-8G_improbable,DO-Q-2B_Improbable,DO-Q-1B_Immoral,DO-Q-1B_Impossible,DO-Q-2B_Impossible,DO-Q-3B_Impossible,DO-Q-4B_Impossible,DO-Q-5B_Impossible,DO-Q-6B_impossible,DO-Q-7B_Impossible,DO-Q-8B_Impossible,DO-Q-1G_Impossible,DO-Q-2G_Impossible,DO-Q-3G_Impossible,DO-Q-4G_impossible,DO-Q-5G_Impossible,DO-Q-6G_impossible,DO-Q-7G_impossible,DO-Q-8G_impossible,DO-Q-2B_Immoral,DO-Q-3B_Immoral,DO-Q-4B_Immoral,DO-Q-5B_Immoral,DO-Q-6B_immoral,DO-Q-7B_Immoral,DO-Q-8B_Immoral,DO-Q-1G_Immoral,DO-Q-2G_Immoral,DO-Q-3G_Immoral,DO-Q-5G_Immoral,DO-Q-6G_immoral,DO-Q-7G_immoral,DO-Q-8G_immoral,DO-Q-4G_immoral,LocationLatitude,LocationLongitude,LocationAccuracy
R_1ONdyETxfanlJmF,Default Response Set,Anonymous,,,24.60.193.40,0,3/21/2017 10:01,3/21/2017 10:07,1,1,1,2,9.311,9.311,14.91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,,9.032,18.996,20.986,4,1,1,1,2,2,,,,,,,,,8.989,30.936,33.73,4,1,,,,,,,,,1,2,2,2,22.998,41.041,48.171,4,1,1,2,2,2,,,,,,,,,7.983,15.848,20.026,4,1,3,1,2,2,,,,,,,,,37.879,59.291,67.623,5,1,,,,,3,1,1,2,,,,,14.486,26.805,31.779,4,1,,,,,,,,,1,2,2,2,13.213,31.347,34.545,5,1,,,,,3,1,1,2,,,,,11.193,32.78,37.95,4,,51,2,5,5,6,1,,Story 3G|Story 8G|Story 2G|Story 6G|Story 5G|Story 7G|Story 4G|Story 1G,,,,,,,,,Story1g|1G_Improbable|1G_time,Story2g|2G_Improbable|2G_time,Story3g|3G_Impossible|3G_time,Story4g|4G_improbable|4G_time,Story5g|5G_improbable|5G_time,Story6g|6G_immoral|6G_time,Story7g|7G_impossible|7G_time,Story8g|8G_immoral|8G_time,,,,,,,,4|2|1|3,4|3|1|2,1|2|3|4,3|4|2|1,2|1|4|3,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,,,1|2|3|4,1|2|3|4,4|2|1|3,1|2|3|4,1|2|3|4,1|2|3|4,2|3|1|4,1|2|3|4,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,2|4|1|3,1|2|3|4,4|3|1|2,1|2|3|4,42.23890686,-71.08100128,-1
R_1BWYqz8tBMZoWvO,Default Response Set,Anonymous,,,73.224.65.241,0,3/21/2017 10:02,3/21/2017 10:07,1,1,1,1,1.365,1.365,8.778,1,1,,,,,2,2,1,2,,,,,12.79,38.378,39.434,6,1,,,,,,,,,1,2,2,2,10.386,18.098,19.421,4,1,1,1,2,2,,,,,,,,,7.858,16.953,20.104,5,1,1,1,2,2,,,,,,,,,8.611,19.204,20.083,9,1,,,,,2,2,1,2,,,,,4.65,48.074,49.125,6,1,,,,,1,1,1,2,,,,,11.453,20.636,21.588,5,1,1,1,2,2,,,,,,,,,9.638,23.194,23.958,5,1,1,1,2,2,,,,,,,,,46.968,54.828,55.753,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,5,5,9,1,Story 1B|Story 7B|Story 2B|Story 5B|Story 3B|Story 6B|Story 8B|Story 4B,,Story1B|1B_Immoral|1B_time,Story2b|2B_Impossible|2B_time,Story3b|3B_Improbable|3B_time,Story4b|4B_Improbable|4B_time,Story5b|5B_Immoral|5B_time,Story6b|6B_immoral|6B_time,Story7b|7B_Improbable|7B_time,story8b|8B_Improbable|8B_time,,,,,,,,,1|2|3|4,3|1|4|2,4|1|2|3,1|2|3|4,1|2|3|4,3|2|1|4,2|3|1|4,,,,,,,,,1|2|3|4,1|3|4|2,1|2|3|4,2|4|3|1,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,4|1|2|3,9|11|10|8,1|2|3|4,1|2|3|4,,,,,,,,,30.09660339,-81.71900177,-1
R_5duvkPlDWHFVbA5,Default Response Set,Anonymous,,,73.0.155.123,0,3/21/2017 10:01,3/21/2017 10:07,1,1,1,2,12.678,12.678,14.691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,2,2,30.694,37.544,40.583,4,1,1,1,2,2,,,,,,,,,38.867,44.912,47.785,4,1,,,,,3,1,1,2,,,,,29.018,37.04,38.88,4,1,1,1,2,2,,,,,,,,,30.596,44.443,48.561,4,1,,,,,,,,,1,2,2,2,16.821,23.768,27.375,4,1,,,,,,,,,1,2,2,2,15.942,21.479,24.383,4,1,1,2,2,2,,,,,,,,,8.356,20.552,24.414,4,1,,,,,,,,,1,2,2,2,9.787,17.404,75.827,4,,28,2,5,5,5,1,,Story 1G|Story 4G|Story 5G|Story 8G|Story 2G|Story 3G|Story 6G|Story 7G,,,,,,,,,Story1g|1G_Impossible|1G_time,Story2g|2G_Improbable|2G_time,Story3g|3G_Immoral|3G_time,Story4g|4G_improbable|4G_time,Story5g|5G_Impossible|5G_time,Story6g|6G_impossible|6G_time,Story7g|7G_improbable|7G_time,Story8g|8G_impossible|8G_time,,,,,,,,1|2|3|4,2|1|4|3,1|2|3|4,2|4|1|3,1|2|3|4,1|2|3|4,3|1|4|2,1|2|3|4,,,,,,,,,,,2|4|1|3,1|2|3|4,1|2|3|4,1|2|3|4,4|1|2|3,3|4|2|1,1|2|3|4,4|2|3|1,,,,,,,,1|2|3|4,1|2|3|4,3|1|4|2,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,26.72000122,-80.07019806,-1
R_D1WABHg8N5TCzst,Default Response Set,Anonymous,,,71.112.132.54,0,3/21/2017 10:02,3/21/2017 10:08,1,1,1,2,17.714,17.714,18.571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,1,2,2,15.325,33.93,34.927,4,1,3,2,1,1,,,,,,,,,32.727,51.301,52.197,4,1,,,,,3,1,1,2,,,,,17.56,35.654,37.349,5,1,,,,,3,3,2,2,,,,,16.32,33.145,33.823,5,1,3,3,1,2,,,,,,,,,20.998,56.681,59.774,5,1,3,1,2,2,,,,,,,,,12.556,28.35,29.355,4,1,,,,,3,2,1,2,,,,,12.863,27.381,27.958,4,1,3,1,2,2,,,,,,,,,13.087,41.565,42.268,4,,33,2,5,4,8,1,,Story 2G|Story 5G|Story 8G|Story 3G|Story 7G|Story 4G|Story 1G|Story 6G,,,,,,,,,Story1g|1G_Impossible|1G_time,Story2g|2G_Improbable|2G_time,Story3g|3G_Immoral|3G_time,Story4g|4G_immoral|4G_time,Story5g|5G_improbable|5G_time,Story6g|6G_improbable|6G_time,Story7g|7G_immoral|7G_time,Story8g|8G_improbable|8G_time,,,,,,,,1|2|3|4,2|1|4|3,1|2|3|4,1|2|3|4,4|3|2|1,2|3|1|4,1|2|3|4,4|1|3|2,,,,,,,,,,,4|3|1|2,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,1|2|3|4,1|2|3|4,1|2|4|3,1|2|3|4,1|2|3|4,3|2|4|1,1|2|3|4,1|3|4|2,40.33770752,-79.84279633,-1
R_3HtCJajW8C9TDbD,Default Response Set,Anonymous,,,107.2.16.121,0,3/21/2017 10:04,3/21/2017 10:08,1,1,1,1,3.523,3.523,4.232,1,1,,,,,,,,,1,2,2,2,10.934,17.805,19.019,4,1,,,,,,,,,1,2,2,2,5.112,9.8,10.441,4,1,,,,,3,1,1,3,,,,,11.292,31.603,33.403,6,1,1,1,2,2,,,,,,,,,3.302,14.505,15.851,4,1,,,,,3,2,1,2,,,,,4.345,12.233,12.818,4,1,,,,,,,,,1,2,2,2,4.361,11.241,12.043,5,1,1,1,1,2,,,,,,,,,99.85,116.811,118.346,6,1,,,,,,,,,1,2,2,2,10.701,19.698,20.392,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,5,2,8,1,Story 3B|Story 7B|Story 1B|Story 2B|Story 6B|Story 4B|Story 8B|Story 5B,,Story1B|1B_Impossible|1B_time,Story2b|2B_Impossible|2B_time,Story3b|3B_Immoral|3B_time,Story4b|4B_Improbable|4B_time,Story5b|5B_Immoral|5B_time,Story6b|6B_impossible|6B_time,Story7b|7B_Improbable|7B_time,story8b|8B_Impossible|8B_time,,,,,,,,,1|2|3|4,1|2|3|4,1|3|2|4,1|2|3|4,1|2|3|4,4|2|3|1,1|2|3|4,,,,,,,,,1|2|3|4,1|2|3|4,4|1|3|2,2|4|1|3,1|2|3|4,1|2|3|4,1|2|3|4,3|1|2|4,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,4|3|2|1,1|2|3|4,2|1|4|3,8|9|10|11,1|2|3|4,1|2|3|4,,,,,,,,,32.30889893,-111.1662979,-1
R_3lriYibJ5WeNdH7,Default Response Set,Anonymous,,,70.178.177.134,0,3/21/2017 10:04,3/21/2017 10:09,1,1,1,2,7.392,7.696,8.733,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,2,,,,,8.525,23.325,23.969,9,1,,,,,,,,,1,2,2,2,11.201,28.137,29.485,5,1,1,1,1,2,,,,,,,,,17.815,41.858,43.133,8,1,,,,,,,,,2,2,1,2,7.612,17.124,18.148,7,1,,,,,,,,,1,1,2,1,5.576,17.776,19.173,7,1,1,2,2,2,,,,,,,,,12.332,24.251,24.697,5,1,1,2,1,2,,,,,,,,,18.106,24.874,25.928,6,1,,,,,,,,,2,1,1,1,14.67,24.742,25.667,4,,27,2,2,3,7,1,,Story 3G|Story 1G|Story 8G|Story 5G|Story 4G|Story 6G|Story 2G|Story 7G,,,,,,,,,Story1g|1G_Immoral|1G_time,Story2g|2G_Impossible|2G_time,Story3g|3G_Improbable|3G_time,Story4g|4G_impossible|4G_time,Story5g|5G_Impossible|5G_time,Story6g|6G_improbable|6G_time,Story7g|7G_improbable|7G_time,Story8g|8G_impossible|8G_time,,,,,,,,1|2|3|4,1|2|3|4,3|2|1|4,1|2|3|4,1|2|3|4,4|3|2|1,2|3|4|1,1|2|3|4,,,,,,,,,,,1|2|3|4,2|4|3|1,1|2|3|4,4|2|1|3,3|1|2|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,3|1|2|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,36.16900635,-94.45639801,-1
R_3n0kS53mTMjQH0C,Default Response Set,Anonymous,,,69.27.195.41,0,3/21/2017 10:03,3/21/2017 10:09,1,1,1,2,3.534,3.534,5.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,,,,,,,,,25.735,63.627,70.383,8,1,3,1,2,2,,,,,,,,,9.346,21.412,23.124,4,1,,,,,,,,,1,3,2,2,10.405,27.912,32.253,5,1,,,,,,,,,3,2,2,2,13.846,31.561,46.943,5,1,,,,,3,3,1,2,,,,,7.498,33.525,34.662,4,1,,,,,3,3,1,2,,,,,5.368,16.678,17.773,4,1,,,,,3,1,1,2,,,,,10.135,21.552,22.821,4,1,,,,,3,2,1,2,,,,,12.724,31.845,32.478,4,,31,2,5,5,4,1,,Story 1G|Story 8G|Story 4G|Story 3G|Story 5G|Story 7G|Story 2G|Story 6G,,,,,,,,,Story1g|1G_Improbable|1G_time,Story2g|2G_Improbable|2G_time,Story3g|3G_Impossible|3G_time,Story4g|4G_impossible|4G_time,Story5g|5G_Immoral|5G_time,Story6g|6G_immoral|6G_time,Story7g|7G_immoral|7G_time,Story8g|8G_immoral|8G_time,,,,,,,,1|3|4|2,1|4|3|2,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,,,1|2|3|4,1|2|3|4,3|4|2|1,2|4|1|3,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|4|3,1|4|2|3,2|3|1|4,2|3|4|1,1|2|3|4,39.03979492,-93.73670197,-1
R_2XoDSNwfDjw33si,Default Response Set,Anonymous,,,68.51.38.184,0,3/21/2017 10:01,3/21/2017 10:09,1,1,1,1,1.201,1.201,23.511,1,1,,,,,,,,,1,2,2,2,16.125,43.62,45.001,6,1,3,1,2,2,,,,,,,,,14.104,33.168,35.372,4,1,1,1,2,2,,,,,,,,,53.59,65.958,69.027,4,1,1,1,2,2,,,,,,,,,20.708,39.899,41.471,5,1,,,,,3,2,1,2,,,,,44.488,68.04,69.556,4,1,,,,,3,2,2,1,,,,,59.39,82.895,85.499,4,1,,,,,3,1,1,2,,,,,21.975,52.672,53.669,5,1,,,,,,,,,2,1,1,1,45.527,59.463,60.747,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,5,2,8,1,Story 8B|Story 4B|Story 6B|Story 3B|Story 7B|Story 1B|Story 2B|Story 5B,,Story1B|1B_Impossible|1B_time,Story2b|2B_Improbable|2B_time,Story3b|3B_Improbable|3B_time,Story4b|4B_Improbable|4B_time,Story5b|5B_Immoral|5B_time,Story6b|6B_immoral|6B_time,Story7b|7B_Immoral|7B_time,story8b|8B_Impossible|8B_time,,,,,,,,,1|2|3|4,3|4|2|1,1|4|3|2,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,2|4|3|1,1|2|3|4,1|4|3|2,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,3|1|4|2,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,4|3|1|2,9|8|10|11,3|2|4|1,1|2|3|4,,,,,,,,,40.7631073,-86.09179688,-1
R_zdLsyH1bRdwCtsB,Default Response Set,Anonymous,,,75.182.58.106,0,3/21/2017 10:05,3/21/2017 10:10,1,1,1,2,3.657,4.443,6.505,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,1,1,2,,,,,11.265,23.232,24.752,4,1,,,,,3,2,1,2,,,,,9.835,17.529,19.875,4,1,,,,,3,1,1,2,,,,,39.589,48.228,50.008,4,1,,,,,,,,,1,2,2,2,32.904,40.262,41.576,4,1,1,1,2,2,,,,,,,,,42.334,48.928,51.523,4,1,,,,,,,,,1,2,2,2,18.476,25.809,26.716,4,1,,,,,,,,,1,2,2,2,14.701,24.858,29.562,5,1,,,,,3,2,1,2,,,,,9.454,18.492,19.51,4,,37,2,5,2,5,1,,Story 5G|Story 1G|Story 2G|Story 7G|Story 6G|Story 3G|Story 8G|Story 4G,,,,,,,,,Story1g|1G_Immoral|1G_time,Story2g|2G_Immoral|2G_time,Story3g|3G_Immoral|3G_time,Story4g|4G_impossible|4G_time,Story5g|5G_improbable|5G_time,Story6g|6G_impossible|6G_time,Story7g|7G_impossible|7G_time,Story8g|8G_immoral|8G_time,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,4|1|2|3,1|2|3|4,2|4|3|1,4|2|3|1,1|2|3|4,,,,,,,,4|1|2|3,4|2|3|1,2|4|3|1,1|2|3|4,1|2|3|4,1|2|3|4,4|2|3|1,1|2|3|4,33.93479919,-81.14440155,-1
R_1K3mcrVyeS04lKq,Default Response Set,Anonymous,,,24.211.159.22,0,3/21/2017 10:04,3/21/2017 10:11,1,1,1,2,2.952,2.952,5.688,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,,,,,,,,,93.609,106.244,107.014,4,1,,,,,,,,,2,1,1,1,9.114,26.128,27.162,5,1,,,,,3,1,1,2,,,,,11.68,29.44,30.164,5,1,,,,,2,2,1,2,,,,,18.85,38.826,40.3,5,1,,,,,3,1,1,2,,,,,14.577,24.089,25.004,4,1,,,,,3,1,1,2,,,,,73.044,82.587,84.16,4,1,,,,,3,2,1,2,,,,,10.955,20.244,20.992,4,1,,,,,3,2,1,2,,,,,7.86,17.491,18.363,4,,26,2,1,5,7,1,,Story 4G|Story 3G|Story 7G|Story 2G|Story 6G|Story 5G|Story 1G|Story 8G,,,,,,,,,Story1g|1G_Improbable|1G_time,Story2g|2G_Impossible|2G_time,Story3g|3G_Immoral|3G_time,Story4g|4G_immoral|4G_time,Story5g|5G_Immoral|5G_time,Story6g|6G_immoral|6G_time,Story7g|7G_immoral|7G_time,Story8g|8G_immoral|8G_time,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,,,1|2|3|4,1|4|2|3,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,1|2|3|4,1|2|3|4,2|4|3|1,1|3|4|2,4|3|1|2,2|3|1|4,3|1|4|2,3|4|1|2,35.64610291,-78.57910156,-1
R_1JJUg8xYNHX2B1P,Default Response Set,Anonymous,,,24.181.186.84,0,3/21/2017 10:06,3/21/2017 10:11,1,1,1,1,3.801,3.801,4.54,1,1,,,,,3,2,1,2,,,,,19.038,34.31,35.109,6,1,,,,,,,,,1,2,2,2,6.582,16.451,17.091,4,1,,,,,,,,,1,2,2,2,8.008,15.784,16.524,4,1,,,,,3,2,1,2,,,,,9.346,20.205,20.721,4,1,1,2,2,2,,,,,,,,,7.18,31.363,32.385,4,1,1,1,2,2,,,,,,,,,5.998,21.693,22.473,4,1,,,,,,,,,1,2,2,2,38.842,57.279,58.009,4,1,,,,,,,,,1,2,2,2,6.138,20.852,21.51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,5,2,8,1,Story 1B|Story 7B|Story 4B|Story 5B|Story 3B|Story 2B|Story 6B|Story 8B,,Story1B|1B_Immoral|1B_time,Story2b|2B_Impossible|2B_time,Story3b|3B_Impossible|3B_time,Story4b|4B_Immoral|4B_time,Story5b|5B_Improbable|5B_time,Story6b|6B_improbable|6B_time,Story7b|7B_Impossible|7B_time,story8b|8B_Impossible|8B_time,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,2|4|3|1,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,4|1|2|3,1|2|3|4,2|4|1|3,2|3|1|4,1|2|3|4,1|2|3|4,1|2|3|4,4|3|1|2,4|2|1|3,,,,,,,,,1|2|3|4,1|2|3|4,2|4|3|1,1|2|3|4,8|9|10|11,1|2|3|4,1|2|3|4,,,,,,,,,44.7454071,-73.46279907,-1
